44.264	0	40.9522	0
44.3662	0	41.3295	0
44.5568	0	41.4932	0
44.281	0	41.5165	0
44.0672	0	41.3857	0
27.9474	0	2.34726	0
27.9431	0	0	0
28.4443	0	0	0
28.5979	0	0	0
28.18	0	3.32035e-05	0
28.2247	0	0	0
28.4166	0	0	0
2.01223	0	6.54735	0
0.60299	0	3.97349	0
4.25549	0	3.91615	0
1.33846	0	4.00951	0
1.25039	0	4.25551	0
1.20585	0	3.61327	0
1.20766	0	3.61869	0
9.96364	0	6.87828	0
9.3238	0	6.3656	0
9.13071	0	6.17205	0
9.28853	0	6.22263	0
9.29683	0	6.00346	0
8.42626	0	6.008	0
7.19394	0	6.2823	0
1.56744	0	10.3114	0
2.38608	0	13.0589	0
1.33843	0	11.5763	0
1.30719	0	9.36002	0
1.32639	0	9.51515	0
1.40886	0	10.3114	0
40.0873	0	28.1917	0
40.4022	0	28.3174	0
40.4745	0	28.6668	0
40.2912	0	27.5975	0
15.6081	0	28.1042	0
8.9131	0	25.0462	0
9.27068	0	25.0462	0
8.66392	0	25.0462	0
9.13889	0	25.0462	0
0	0	6.94441	0
0	0	6.72271	0
0	0	7.29328	0
1.62905e-05	0	7.10304	0
1.66017e-05	0	7.18141	0
0	0	7.55388	0
0	0	6.54736	0
6.23407	0	15.2745	0
5.78435	0	11.838	0
7.36255	0	17.1644	0
7.62537	0	12.2032	0
7.74127	0	11.9917	0
7.72195	0	12.0622	0
5.61056	0	11.7002	0
5.06867	0	11.9149	0
9.7564	0	11.2132	0
10.5873	0	0	0
5.30625	0	5.3063	0
5.71806	0	5.71821	0
9.87871	0	0	0
10.2173	0	0	0
13.6272	0	15.4504	0
12.922	0	17.9604	0
13.2856	0	17.9743	0
13.151	0	17.709	0
13.0161	0	17.6136	0
13.3794	0	18.1784	0
12.6728	0	17.9735	0
3.20468e-05	0	21.6248	0
0	0	21.8636	0
0	0	21.8842	0
2.67788e-05	0	21.7261	0
0	0	21.3605	0
0	0	22.5669	0
21.6255	0	7.04631	0
21.7987	0	6.85739	0
21.8552	0	7.43236	0
21.8189	0	7.26925	0
21.694	0	7.30485	0
21.9513	0	6.99315	0
21.9682	0	7.05137	0
21.8862	0	7.34389	0
7.98012	0	0.679012	0
9.08258	0	2.29102	0
8.72897	1	2.4126	0
5.33923	0	8.7289	0
5.30635	0	7.76797	0
5.71824	0	7.60457	0
5.47109	0	8.09425	0
5.71816	0	6.85183	0
11.6682	0	21.6255	0
9.5185	0	21.7987	0
10.0474	0	21.8552	0
