40.2474	0	19.0202	0
40.3621	0	19.6587	0
40.3034	0	19.8835	0
40.3033	0	19.8024	0
40.3621	0	19.4003	0
40.2474	0	20.4781	0
40.1831	0	13.4802	0
39.693	0	12.9606	0
40.4694	0	13.2951	0
40.5085	0	13.0927	0
40.4929	0	13.1509	0
40.4231	0	13.2092	0
40.6158	0	13.0066	0
40.5994	0	13.341	0
40.5197	0	12.8208	0
31.2099	0	32.5058	0
30.9385	0	32.1813	0
30.8162	0	32.0346	0
31.013	0	32.2252	0
31.0996	0	32.1583	0
30.9407	0	32.2252	0
31.0773	0	32.0345	0
30.7018	0	32.1813	0
30.8696	0	32.5058	0
45.7921	0	28.1042	0
45.7759	0	29.2561	0
45.9774	0	29.5716	0
45.8566	0	28.7473	0
45.9774	0	28.9896	0
21.0748	0	22.9179	0
20.3376	0	22.9028	0
19.854	0	22.3688	0
20.6869	0	22.5145	0
20.7106	0	22.6026	0
20.6439	0	22.6403	0
20.4795	0	22.6285	0
20.9699	0	22.5615	0
20.8727	0	22.4246	0
29.5716	0	53.1668	0
29.3825	0	54.4984	0
29.5715	0	54.4985	0
29.2561	0	54.4985	0
29.2814	0	54.4985	0
42.1984	0	44.0608	0
42.2541	0	44.6395	0
42.2792	0	44.5163	0
42.2809	0	44.441	0
42.2611	0	44.4041	0
42.2181	0	44.4026	0
42.146	0	44.4394	0
42.032	0	44.5254	0
27.4766	0	45.0043	0
27.4836	0	44.9567	0
27.9925	0	44.9665	0
27.8301	0	45.1156	0
27.7451	0	45.0434	0
27.7309	0	45.0223	0
27.7926	0	45.0551	0
27.9504	0	45.155	0
49.2227	0	43.0632	0
50.3866	0	43.0632	0
50.1588	0	43.0632	0
50.1798	0	43.0632	0
50.2287	0	43.0632	0
50.0906	0	43.0632	0
50.4507	0	43.0632	0
45.9595	0	7.51373	0
45.8303	0	8.32734	0
45.792	0	7.98011	0
45.8272	0	7.87364	0
45.8448	0	7.98011	0
45.8462	0	7.76118	0
45.9257	0	7.94149	0
46.1052	0	8.40318	0
43.0632	0	45.415	0
43.0632	0	45.3246	0
40.3621	0	45.3548	0
43.0632	0	45.5348	0
46.4874	0	22.5668	0
46.3892	0	22.9414	0
46.6522	0	23.1361	0
46.5657	0	23.2136	0
46.6648	0	23.1878	0
47.0027	0	23.0331	0
24.4863	0	8.7289	0
24.5171	0	9.87875	0
24.5171	0	9.47477	0
24.4863	0	9.87873	0
24.4125	0	8.72892	0
32.5271	0	18.2319	0
32.0647	0	17.2147	0
32.2979	0	17.5814	0
32.1009	0	17.498	0
32.2732	0	18.0078	0
32.9154	0	17.7356	0
45.1765	0	28.3198	0
45.0943	0	28.1917	0
45.078	0	28.1662	0
45.1155	0	28.2247	0
45.1155	0	28.2248	0
44.9665	0	28.1662	0
45.0943	0	28.1917	0
45.1765	0	28.3198	0
36.8138	1	32.2993	0
36.7308	0	32.4336	0
36.8855	0	32.3131	0
36.7841	0	32.3324	0
36.809	0	32.2955	0
36.6646	0	32.3975	0
36.9098	0	32.0277	0
36.6076	0	32.2164	0
40.1493	0	6.63464	0
40.3052	0	6.26052	0
40.3813	0	6.86323	0
40.3946	0	6.00143	0
40.3518	0	6.06221	0
40.4089	0	5.97711	0
40.4106	0	6.01208	0
40.3518	0	6.18119	0
40.2169	0	6.52026	0
34.7941	0	37.2937	0
35.1622	0	37.5719	0
34.9258	0	37.6904	0
35.0691	0	37.512	0
35.0279	0	37.5568	0
34.9867	0	37.651	0
35.1298	0	37.8172	0
34.8932	0	37.471	0
35.2604	0	37.1467	0
36.4781	0	11.5473	0
36.0987	0	12.1451	0
36.3326	0	11.846	0
36.3974	0	12.0622	0
36.3129	0	11.9917	0
36.2538	0	11.8975	0
36.3984	0	12.0402	0
36.2033	0	11.6072	0
36.6277	0	11.9917	0
40.9522	0	5.33923	0
40.0873	0	5.30626	0
40.4022	0	5.71821	0
40.4745	0	5.4711	0
40.2912	0	5.71817	0
13.6272	0	0	0
12.922	0	8.80567e-06	0
13.2856	0	0	0
13.1509	0	8.14524e-06	0
13.0161	0	0	0
13.3795	0	0	0
12.6728	0	0	0
49.6484	0	0	0
49.3343	0	0	0
49.4965	0	0	0
49.4365	0	8.14524e-06	0
49.3763	0	0	0
49.5383	0	0	0
