0	0	
1	0	
9	0	
11	0	
15	0	
16	0	
17	0	
18	0	
22	0	
25	0	
29	0	
30	0	
32	0	
33	0	
34	0	
37	0	
38	0	
40	0	
41	0	
42	0	
46	0	
50	0	
51	0	
55	0	
56	0	
57	0	
60	0	
64	0	
66	0	
67	0	
72	0	
73	0	
75	0	
77	0	
78	0	
82	0	
87	0	
91	0	
92	0	
95	0	
96	0	
98	0	
101	0	
103	0	
104	0	
109	0	
110	0	
112	0	
113	0	
116	0	
117	0	
118	0	
121	0	
123	0	
128	0	
130	0	
132	0	
134	0	
138	0	
140	0	
141	0	
144	0	
146	0	
154	0	
157	0	
159	0	
162	0	
164	0	
165	0	
170	0	
171	0	
174	0	
175	0	
176	0	
178	0	
179	0	
181	0	
182	0	
183	0	
186	0	
187	0	
190	0	
191	0	
198	0	
199	0	
200	0	
203	0	
204	0	
214	0	
219	0	
220	0	
223	0	
224	0	
225	0	
229	0	
230	0	
232	0	
238	0	
244	1	
245	0	
247	0	
255	0	
256	0	
257	0	
264	0	
265	0	
267	0	
268	0	
271	0	
273	0	
274	0	
277	0	
280	0	
283	0	
284	0	
285	0	
286	0	
288	0	
290	0	
294	0	
295	0	
300	0	
302	0	
304	0	
306	0	
308	0	
320	0	
323	0	
324	0	
325	0	
329	0	
330	0	
331	0	
332	0	
334	0	
338	0	
341	0	
342	0	
346	0	
347	0	
348	0	
349	0	
351	0	
353	0	
354	0	
358	0	
360	0	
362	0	
366	0	
372	0	
373	0	
375	0	
377	0	
380	0	
384	0	
385	0	
386	0	
388	0	
394	0	
395	0	
396	0	
399	0	
407	0	
413	0	
415	1	
419	0	
425	0	
426	0	
427	0	
428	0	
429	0	
435	0	
436	0	
438	0	
444	0	
449	0	
454	0	
458	0	
459	0	
460	0	
461	0	
464	0	
465	0	
466	0	
467	0	
468	0	
469	0	
470	0	
474	0	
483	0	
491	0	
502	0	
503	0	
505	0	
512	0	
515	0	
520	0	
523	0	
525	0	
529	0	
532	0	
533	0	
534	0	
539	0	
540	0	
541	0	
543	0	
544	0	
547	0	
548	0	
551	0	
557	0	
558	0	
560	0	
561	0	
562	0	
564	0	
568	0	
569	0	
573	0	
574	0	
576	0	
577	0	
580	0	
583	0	
585	0	
586	0	
589	0	
592	0	
595	0	
599	0	
600	0	
602	0	
603	0	
605	0	
606	0	
610	0	
611	0	
614	0	
619	0	
622	0	
623	0	
624	0	
625	0	
627	0	
628	0	
629	0	
630	0	
632	0	
634	0	
635	0	
637	0	
638	0	
643	0	
644	1	
645	0	
649	0	
655	0	
656	0	
663	0	
666	0	
667	0	
668	0	
669	0	
671	0	
672	0	
675	0	
676	0	
677	0	
678	0	
679	0	
680	0	
683	0	
687	0	
688	0	
689	0	
694	0	
696	0	
699	0	
704	0	
710	0	
711	0	
713	0	
715	0	
718	0	
720	0	
725	0	
729	0	
730	0	
731	0	
732	0	
734	0	
737	0	
739	0	
742	0	
744	0	
747	0	
748	0	
751	0	
752	0	
753	0	
755	0	
758	0	
759	0	
760	0	
763	0	
764	0	
770	0	
772	0	
774	0	
775	0	
779	0	
780	0	
782	0	
783	0	
785	0	
786	0	
789	0	
793	0	
795	0	
797	0	
804	0	
807	0	
809	0	
812	0	
817	0	
818	0	
821	1	
823	0	
824	0	
825	0	
827	0	
830	0	
832	0	
834	0	
837	0	
842	0	
845	0	
848	0	
849	0	
852	0	
854	0	
856	0	
860	0	
864	0	
865	0	
867	0	
870	0	
873	0	
874	0	
874	1	
875	0	
877	0	
886	0	
888	0	
889	0	
890	0	
891	0	
895	0	
896	0	
897	0	
898	0	
899	0	
902	0	
903	0	
904	0	
905	0	
912	0	
914	0	
915	0	
918	0	
919	0	
921	0	
923	0	
925	0	
928	0	
931	0	
942	0	
943	0	
945	0	
946	0	
947	0	
949	0	
951	0	
952	0	
955	0	
959	0	
962	0	
965	0	
966	0	
967	0	
970	0	
971	0	
972	0	
973	0	
974	0	
975	0	
976	0	
977	0	
978	0	
980	0	
981	0	
983	0	
985	0	
986	0	
989	0	
991	0	
992	0	
993	0	
1001	0	
1003	0	
1004	0	
1008	0	
1009	0	
1012	0	
1013	0	
1014	0	
1018	0	
1022	0	
1024	0	
1025	0	
1026	0	
1027	0	
1028	0	
